congress,chamber,rollnumber,icpsr,cast_code,prob
84,Senate,8,464,6,96.25925479528779
84,Senate,8,546,6,97.2504999912852
84,Senate,8,621,6,97.96625949534622
84,Senate,8,645,6,97.30576673876217
84,Senate,8,688,6,75.15261026842231
84,Senate,8,1024,6,96.91161191682434
84,Senate,8,1027,4,97.6565989523001
84,Senate,8,1329,4,98.30526421046365
84,Senate,8,1341,6,96.9477104317659
84,Senate,8,1365,1,9.140478648609275
84,Senate,8,1489,4,96.98219326383055
84,Senate,8,1510,6,96.60389687358371
84,Senate,8,1569,6,95.09471869796145
84,Senate,8,1570,7,95.42508087662178
84,Senate,8,1678,1,23.038542134641848
84,Senate,8,1831,6,74.23532060284086
84,Senate,8,2087,4,97.28246926423714
84,Senate,8,2267,6,96.16742171681301
84,Senate,8,2326,6,84.10048754919312
84,Senate,8,2609,4,97.64478665028852
84,Senate,8,2691,6,58.07263688060736
84,Senate,8,2745,6,96.93854791778355
84,Senate,8,2803,6,95.95576050480472
84,Senate,8,2822,4,80.59421842025898
84,Senate,8,2901,6,74.90110122512944
84,Senate,8,2987,6,77.54496148908875
84,Senate,8,3206,6,97.77651671013176
84,Senate,8,3349,6,88.1364343554446
84,Senate,8,3388,7,51.79279011868769
84,Senate,8,3536,6,85.79498392156358
84,Senate,8,3658,4,96.53317232351522
84,Senate,8,3704,6,63.32738185058315
84,Senate,8,3783,6,72.10127828996507
84,Senate,8,4227,6,76.74988440728903
84,Senate,8,4328,1,29.085261619889422
84,Senate,8,4382,6,97.26388706088626
84,Senate,8,4418,6,64.16183747208649
84,Senate,8,4520,6,85.74312464111141
84,Senate,8,4660,4,96.45378535750122
84,Senate,8,4728,6,67.50825456575605
84,Senate,8,4834,6,97.2879442575961
84,Senate,8,4851,6,74.92408638365032
84,Senate,8,4922,7,95.95173857519472
